t [s]; speed [encoder diff @ 1KHz]
2.173;9
2.174;9
2.175;9
2.176;10
2.177;9
2.178;9
2.179;9
2.18;9
2.181;10
2.182;9
2.183;9
2.184;10
2.185;8
2.186;10
2.187;9
2.188;9
2.189;9
2.19;10
2.191;9
2.192;9
2.193;9
2.194;10
2.195;9
2.196;9
2.197;10
2.198;8
2.199;10
2.2;9
2.201;9
2.202;10
2.203;9
2.204;9
2.205;10
2.206;9
2.207;9
2.208;9
2.209;9
2.21;10
2.211;9
2.212;9
2.213;10
2.214;9
2.215;9
2.216;10
2.217;9
2.218;9
2.219;10
2.22;8
2.221;10
2.222;9
2.223;9
2.224;10
2.225;9
2.226;9
2.227;10
2.228;9
2.229;9
2.23;10
2.231;9
2.232;9
2.233;10
2.234;9
2.235;9
2.236;10
2.237;9
2.238;9
2.239;10
2.24;9
2.241;9
2.242;10
2.243;9
2.244;9
2.245;10
2.246;9
2.247;9
2.248;10
2.249;9
2.25;9
2.251;10
2.252;9
2.253;9
2.254;10
2.255;10
2.256;9
2.257;9
2.258;10
2.259;9
2.26;9
2.261;10
2.262;9
2.263;10
2.264;9
2.265;9
2.266;10
2.267;9
2.268;10
2.269;9
2.27;9
2.271;10
2.272;9
2.273;9
2.274;10
2.275;10
2.276;9
2.277;9
2.278;10
2.279;9
2.28;9
2.281;10
2.282;9
2.283;10
2.284;9
2.285;10
2.286;9
2.287;9
2.288;10
2.289;10
2.29;9
2.291;9
2.292;10
2.293;9
2.294;10
2.295;9
2.296;9
2.297;10
2.298;9
2.299;10
2.3;10
2.301;9
2.302;9
2.303;10
2.304;9
2.305;10
2.306;9
2.307;10
2.308;9
2.309;9
2.31;10
2.311;10
2.312;9
2.313;10
2.314;9
2.315;10
2.316;9
2.317;9
2.318;10
2.319;10
2.32;9
2.321;10
2.322;9
2.323;10
2.324;9
2.325;9
2.326;10
2.327;10
2.328;9
2.329;10
2.33;9
2.331;10
2.332;10
2.333;9
2.334;9
2.335;10
2.336;10
2.337;9
2.338;9
2.339;10
2.34;10
2.341;9
2.342;10
2.343;9
2.344;10
2.345;10
2.346;9
2.347;10
2.348;9
2.349;10
2.35;10
2.351;9
2.352;9
2.353;10
2.354;9
2.355;10
2.356;9
2.357;10
2.358;10
2.359;9
2.36;10
2.361;9
2.362;10
2.363;10
2.364;9
2.365;10
2.366;9
2.367;10
2.368;10
2.369;9
2.37;10
2.371;9
2.372;10
2.373;10
2.374;9
2.375;10
2.376;9
2.377;10
2.378;10
2.379;9
2.38;10
2.381;10
2.382;9
2.383;10
2.384;10
2.385;9
2.386;10
2.387;10
2.388;9
2.389;10
2.39;10
2.391;9
2.392;10
2.393;9
2.394;10
2.395;10
2.396;9
2.397;10
2.398;9
2.399;10
2.4;10
2.401;10
2.402;10
2.403;9
2.404;10
2.405;9
2.406;10
2.407;10
2.408;9
2.409;10
2.41;9
2.411;10
2.412;10
2.413;10
2.414;10
2.415;9
2.416;10
2.417;9
2.418;10
2.419;10
2.42;10
2.421;9
2.422;10
2.423;10
2.424;9
2.425;10
2.426;10
2.427;9
2.428;10
2.429;10
2.43;10
2.431;9
2.432;10
2.433;10
2.434;9
2.435;10
2.436;10
2.437;10
2.438;9
2.439;10
2.44;10
2.441;10
2.442;9
2.443;10
2.444;10
2.445;9
2.446;10
2.447;10
2.448;10
2.449;10
2.45;9
2.451;10
2.452;10
2.453;10
2.454;9
2.455;10
2.456;10
2.457;10
2.458;10
2.459;9
2.46;10
2.461;9
2.462;10
2.463;10
2.464;10
2.465;10
2.466;10
2.467;10
2.468;9
2.469;10
2.47;10
2.471;10
2.472;9
2.473;10
2.474;10
2.475;10
2.476;10
2.477;9
2.478;10
2.479;10
2.48;10
2.481;9
2.482;10
2.483;10
2.484;10
2.485;10
2.486;10
2.487;10
2.488;9
2.489;10
2.49;10
2.491;10
2.492;9
2.493;10
2.494;10
2.495;10
2.496;10
2.497;10
2.498;10
2.499;10
2.5;9
2.501;10
2.502;10
2.503;10
2.504;10
2.505;9
2.506;10
2.507;10
2.508;10
2.509;10
2.51;10
2.511;10
2.512;10
2.513;10
2.514;9
2.515;10
2.516;10
2.517;10
2.518;10
2.519;10
2.52;9
2.521;10
2.522;10
2.523;10
2.524;10
2.525;10
2.526;10
2.527;10
2.528;10
2.529;10
2.53;10
2.531;9
2.532;10
2.533;10
2.534;10
2.535;10
2.536;10
2.537;10
2.538;10
2.539;9
2.54;11
2.541;9
2.542;10
2.543;10
2.544;10
2.545;10
2.546;10
2.547;10
2.548;10
2.549;10
2.55;10
2.551;10
2.552;10
2.553;10
2.554;10
2.555;10
2.556;9
2.557;11
2.558;9
2.559;11
2.56;9
2.561;10
2.562;10
2.563;10
2.564;10
2.565;10
2.566;10
2.567;10
2.568;10
2.569;10
2.57;10
2.571;10
2.572;10
2.573;10
2.574;10
2.575;10
2.576;9
2.577;11
2.578;9
2.579;11
2.58;9
2.581;11
2.582;9
2.583;11
2.584;9
2.585;11
2.586;9
2.587;11
2.588;9
2.589;11
2.59;9
2.591;11
2.592;9
2.593;11
2.594;9
2.595;11
2.596;9
2.597;11
2.598;9
2.599;11
2.6;9
2.601;11
2.602;10
2.603;10
2.604;10
2.605;10
2.606;9
2.607;11
2.608;10
2.609;10
2.61;10
2.611;10
2.612;10
2.613;10
2.614;10
2.615;10
2.616;10
2.617;10
2.618;10
2.619;11
2.62;9
2.621;11
2.622;9
2.623;11
2.624;10
2.625;10
2.626;10
2.627;10
2.628;10
2.629;10
2.63;10
2.631;10
2.632;10
2.633;10
2.634;10
2.635;10
2.636;10
2.637;10
2.638;11
2.639;9
2.64;11
2.641;9
2.642;11
2.643;10
2.644;10
2.645;10
2.646;10
2.647;10
2.648;11
2.649;10
2.65;10
2.651;10
2.652;10
2.653;10
2.654;10
2.655;10
2.656;10
2.657;10
2.658;10
2.659;11
2.66;9
2.661;11
2.662;10
2.663;10
2.664;10
2.665;10
2.666;10
2.667;11
2.668;10
2.669;10
2.67;10
2.671;10
2.672;10
2.673;10
2.674;11
2.675;9
2.676;11
2.677;10
2.678;10
2.679;10
2.68;11
2.681;9
2.682;11
2.683;10
2.684;10
2.685;10
2.686;10
2.687;10
2.688;10
2.689;11
2.69;10
2.691;10
2.692;10
2.693;11
2.694;10
2.695;10
2.696;10
2.697;10
2.698;10
2.699;10
2.7;11
2.701;10
2.702;10
2.703;10
2.704;11
2.705;10
2.706;10
2.707;10
2.708;10
2.709;10
2.71;10
2.711;11
2.712;10
2.713;10
2.714;11
2.715;10
2.716;10
2.717;10
2.718;10
2.719;10
2.72;11
2.721;10
2.722;10
2.723;10
2.724;11
2.725;10
2.726;10
2.727;10
2.728;10
2.729;11
2.73;10
2.731;10
2.732;11
2.733;10
2.734;10
2.735;10
2.736;10
2.737;10
2.738;11
2.739;10
2.74;11
2.741;10
2.742;10
2.743;10
2.744;10
2.745;11
2.746;10
2.747;10
2.748;11
2.749;10
2.75;10
2.751;10
2.752;11
2.753;9
2.754;11
2.755;10
2.756;11
2.757;10
2.758;10
2.759;10
2.76;10
2.761;11
2.762;10
2.763;11
2.764;10
2.765;10
2.766;10
2.767;11
2.768;10
2.769;10
2.77;11
2.771;10
2.772;10
2.773;11
2.774;10
2.775;10
2.776;10
2.777;11
2.778;10
2.779;10
2.78;11
2.781;10
2.782;10
2.783;11
2.784;10
2.785;10
2.786;10
2.787;11
2.788;10
2.789;11
2.79;10
2.791;10
2.792;11
2.793;10
2.794;10
2.795;11
2.796;10
2.797;10
2.798;10
2.799;11
2.8;10
2.801;11
2.802;10
2.803;10
2.804;11
2.805;10
2.806;11
2.807;10
2.808;10
2.809;10
2.81;11
2.811;10
2.812;11
2.813;10
2.814;10
2.815;10
2.816;11
2.817;10
2.818;11
2.819;10
2.82;10
2.821;11
2.822;10
2.823;11
2.824;10
2.825;10
2.826;11
2.827;10
2.828;11
2.829;10
2.83;10
2.831;11
2.832;10
2.833;11
2.834;10
2.835;10
2.836;11
2.837;10
2.838;11
2.839;10
2.84;10
2.841;11
2.842;10
2.843;11
2.844;10
2.845;10
2.846;11
2.847;10
2.848;11
2.849;10
2.85;10
2.851;11
2.852;10
2.853;11
2.854;10
2.855;10
2.856;11
2.857;10
2.858;11
2.859;10
2.86;11
2.861;10
2.862;11
2.863;10
2.864;11
2.865;10
2.866;11
2.867;10
2.868;10
2.869;11
2.87;10
2.871;11
2.872;10
2.873;10
2.874;11
2.875;11
2.876;10
2.877;11
2.878;10
2.879;11
2.88;10
2.881;10
2.882;11
2.883;10
2.884;11
2.885;10
2.886;10
2.887;11
2.888;11
2.889;10
2.89;11
2.891;10
2.892;11
2.893;10
2.894;10
2.895;11
2.896;11
2.897;10
2.898;11
2.899;10
2.9;11
2.901;10
2.902;10
2.903;11
2.904;11
2.905;10
2.906;11
2.907;10
2.908;11
2.909;10
2.91;10
2.911;11
2.912;11
2.913;10
2.914;11
2.915;10
2.916;11
2.917;10
2.918;11
2.919;10
2.92;11
2.921;10
2.922;11
2.923;11
2.924;10
2.925;11
2.926;10
2.927;11
2.928;10
2.929;11
2.93;10
2.931;11
2.932;10
2.933;11
2.934;11
2.935;10
2.936;11
2.937;10
2.938;11
2.939;10
2.94;11
2.941;11
2.942;10
2.943;10
2.944;11
2.945;11
2.946;10
2.947;11
2.948;10
2.949;11
2.95;11
2.951;10
2.952;11
2.953;10
2.954;11
2.955;11
2.956;10
2.957;10
2.958;11
2.959;11
2.96;10
2.961;11
2.962;11
2.963;10
2.964;11
2.965;10
2.966;11
2.967;11
2.968;10
2.969;11
2.97;10
2.971;11
2.972;11
2.973;10
2.974;11
2.975;11
2.976;10
2.977;10
2.978;12
2.979;10
2.98;10
2.981;11
2.982;11
2.983;10
2.984;11
2.985;11
2.986;10
2.987;11
2.988;10
2.989;11
2.99;11
2.991;11
2.992;10
2.993;11
2.994;10
2.995;11
2.996;11
2.997;10
2.998;11
2.999;11
3.0;10
3.001;11
3.002;11
3.003;10
3.004;11
3.005;11
3.006;10
3.007;11
3.008;11
3.009;10
3.01;11
3.011;11
3.012;10
3.013;11
3.014;11
3.015;10
3.016;11
3.017;11
3.018;10
3.019;11
3.02;11
3.021;10
3.022;11
3.023;11
3.024;11
3.025;10
3.026;11
3.027;11
3.028;10
3.029;11
3.03;11
3.031;10
3.032;11
3.033;11
3.034;10
3.035;11
3.036;11
3.037;10
3.038;11
3.039;11
3.04;10
3.041;12
3.042;10
3.043;11
3.044;11
3.045;10
3.046;11
3.047;11
3.048;10
3.049;11
3.05;11
3.051;11
3.052;10
3.053;11
3.054;11
3.055;11
3.056;10
3.057;11
3.058;11
3.059;10
3.06;11
3.061;11
3.062;10
3.063;12
3.064;10
3.065;11
3.066;11
3.067;11
3.068;10
3.069;11
3.07;11
3.071;11
3.072;10
3.073;11
3.074;11
3.075;10
3.076;12
3.077;10
3.078;11
3.079;11
3.08;10
3.081;11
3.082;11
3.083;11
3.084;11
3.085;10
3.086;11
3.087;11
3.088;11
3.089;11
3.09;10
3.091;11
3.092;11
3.093;11
3.094;10
3.095;11
3.096;11
3.097;11
3.098;11
3.099;11
3.1;10
3.101;11
3.102;11
3.103;11
3.104;11
3.105;10
3.106;11
3.107;11
3.108;11
3.109;11
3.11;10
3.111;11
3.112;11
3.113;11
3.114;11
3.115;10
3.116;12
3.117;10
3.118;11
3.119;11
3.12;11
3.121;11
3.122;10
3.123;11
3.124;11
3.125;11
3.126;11
3.127;11
3.128;10
3.129;11
3.13;11
3.131;11
3.132;11
3.133;11
3.134;11
3.135;10
3.136;11
3.137;11
3.138;11
3.139;11
3.14;11
3.141;11
3.142;11
3.143;10
3.144;11
3.145;11
3.146;11
3.147;11
3.148;11
3.149;11
3.15;10
3.151;12
3.152;10
3.153;11
3.154;11
3.155;11
3.156;11
3.157;10
3.158;12
3.159;10
3.16;11
3.161;11
3.162;11
3.163;11
3.164;11
3.165;11
3.166;11
3.167;11
3.168;10
3.169;12
3.17;10
3.171;11
3.172;11
3.173;11
3.174;11
3.175;11
3.176;11
3.177;11
3.178;11
3.179;10
3.18;12
3.181;10
3.182;11
3.183;11
3.184;11
3.185;11
3.186;11
3.187;11
3.188;11
3.189;11
3.19;10
3.191;12
3.192;11
3.193;10
3.194;11
3.195;12
3.196;10
3.197;11
3.198;11
3.199;11
3.2;11
3.201;11
3.202;11
3.203;11
3.204;11
3.205;11
3.206;11
3.207;11
3.208;11
3.209;10
3.21;12
3.211;11
3.212;11
3.213;10
3.214;12
3.215;10
3.216;11
3.217;11
3.218;12
3.219;10
3.22;11
3.221;11
3.222;11
3.223;11
3.224;11
3.225;11
3.226;11
3.227;11
3.228;11
3.229;11
3.23;11
3.231;11
3.232;11
3.233;11
3.234;11
3.235;11
3.236;11
3.237;11
3.238;11
3.239;11
3.24;11
3.241;11
3.242;11
3.243;11
3.244;11
3.245;11
3.246;11
3.247;11
3.248;11
3.249;11
3.25;12
3.251;10
3.252;11
3.253;11
3.254;12
3.255;10
3.256;12
3.257;10
3.258;12
3.259;11
3.26;11
3.261;10
3.262;12
3.263;11
3.264;11
3.265;10
3.266;12
3.267;11
3.268;11
3.269;11
3.27;11
3.271;11
3.272;11
3.273;11
3.274;11
3.275;11
3.276;11
3.277;12
3.278;10
3.279;12
3.28;11
3.281;11
3.282;10
3.283;12
3.284;11
3.285;11
3.286;11
3.287;11
3.288;11
3.289;11
3.29;11
3.291;11
3.292;12
3.293;11
3.294;11
3.295;11
3.296;11
3.297;11
3.298;11
3.299;11
3.3;11
3.301;12
3.302;10
3.303;12
3.304;10
3.305;12
3.306;11
3.307;11
3.308;11
3.309;11
3.31;12
3.311;10
3.312;12
3.313;10
3.314;12
3.315;11
3.316;11
3.317;11
3.318;11
3.319;11
3.32;11
3.321;12
3.322;11
3.323;11
3.324;11
3.325;11
3.326;11
3.327;11
3.328;12
3.329;11
3.33;11
3.331;11
3.332;11
3.333;11
3.334;11
3.335;11
3.336;11
3.337;12
3.338;11
3.339;11
3.34;11
3.341;11
3.342;12
3.343;11
3.344;11
3.345;11
3.346;11
3.347;11
3.348;11
3.349;12
3.35;11
3.351;11
3.352;11
3.353;11
3.354;11
3.355;11
3.356;12
3.357;11
3.358;11
3.359;11
3.36;11
3.361;12
3.362;11
3.363;11
3.364;11
3.365;11
3.366;12
3.367;11
3.368;11
3.369;11
3.37;11
3.371;12
3.372;11
3.373;11
3.374;11
3.375;11
3.376;12
3.377;11
3.378;11
3.379;11
3.38;11
3.381;12
3.382;11
3.383;11
3.384;11
3.385;11
3.386;12
3.387;11
3.388;11
3.389;11
3.39;11
3.391;12
3.392;11
3.393;11
3.394;11
3.395;11
3.396;12
3.397;11
3.398;11
3.399;11
3.4;11
3.401;12
3.402;11
3.403;11
3.404;12
3.405;11
3.406;11
3.407;12
3.408;11
3.409;11
3.41;11
3.411;11
3.412;12
3.413;11
3.414;11
3.415;11
3.416;11
3.417;12
3.418;11
3.419;11
3.42;12
3.421;11
3.422;11
3.423;12
3.424;11
3.425;11
3.426;11
3.427;11
3.428;12
3.429;11
3.43;11
3.431;12
3.432;11
3.433;11
3.434;12
3.435;11
3.436;11
3.437;11
3.438;11
3.439;12
3.44;11
3.441;11
3.442;12
3.443;11
3.444;11
3.445;12
3.446;11
3.447;11
3.448;11
3.449;11
3.45;12
3.451;12
3.452;11
3.453;11
3.454;11
3.455;11
3.456;12
3.457;11
3.458;11
3.459;12
3.46;11
3.461;11
3.462;12
3.463;11
3.464;11
3.465;12
3.466;11
3.467;11
3.468;12
3.469;11
3.47;11
3.471;12
3.472;11
3.473;11
3.474;12
3.475;11
3.476;11
3.477;12
3.478;11
3.479;11
3.48;12
3.481;11
3.482;11
3.483;12
3.484;11
3.485;11
3.486;12
3.487;11
3.488;12
3.489;11
3.49;11
3.491;11
3.492;12
3.493;11
3.494;12
3.495;11
3.496;11
3.497;11
3.498;12
3.499;12
3.5;11
3.501;11
3.502;12
3.503;11
3.504;11
3.505;12
3.506;11
3.507;12
3.508;11
3.509;11
3.51;11
3.511;12
3.512;12
3.513;11
3.514;11
3.515;12
3.516;11
3.517;11
3.518;12
3.519;11
3.52;12
3.521;11
3.522;11
3.523;12
3.524;11
3.525;12
3.526;11
3.527;11
3.528;12
3.529;11
3.53;11
3.531;12
3.532;12
3.533;11
3.534;11
3.535;12
3.536;11
3.537;11
3.538;12
3.539;12
3.54;11
3.541;11
3.542;12
3.543;11
3.544;11
3.545;12
3.546;12
3.547;11
3.548;11
3.549;12
3.55;11
3.551;11
3.552;12
3.553;12
3.554;11
3.555;11
3.556;12
3.557;11
3.558;11
3.559;12
3.56;12
3.561;11
3.562;11
3.563;12
3.564;11
3.565;11
3.566;12
3.567;12
3.568;11
3.569;12
3.57;11
3.571;12
3.572;11
3.573;11
3.574;12
3.575;12
3.576;11
3.577;11
3.578;12
3.579;11
3.58;11
3.581;12
3.582;12
3.583;11
3.584;12
3.585;11
3.586;12
3.587;11
3.588;11
3.589;12
3.59;11
3.591;12
3.592;11
3.593;12
3.594;11
3.595;11
3.596;12
3.597;12
3.598;11
3.599;12
3.6;11
3.601;12
3.602;11
3.603;12
3.604;11
3.605;12
3.606;11
3.607;12
3.608;11
3.609;12
3.61;11
3.611;11
3.612;12
3.613;12
3.614;12
3.615;11
3.616;11
3.617;12
3.618;11
3.619;12
3.62;11
3.621;12
3.622;12
3.623;11
3.624;12
3.625;11
3.626;11
3.627;12
3.628;11
3.629;12
3.63;12
3.631;11
3.632;12
3.633;11
3.634;12
3.635;11
3.636;12
3.637;11
3.638;12
3.639;12
3.64;11
3.641;12
3.642;11
3.643;12
3.644;11
3.645;12
3.646;11
3.647;12
3.648;12
3.649;11
3.65;12
3.651;11
3.652;12
3.653;11
3.654;11
3.655;12
3.656;12
3.657;12
3.658;11
3.659;12
3.66;11
3.661;12
3.662;11
3.663;11
3.664;12
3.665;12
3.666;12
3.667;11
3.668;12
3.669;11
3.67;12
3.671;11
3.672;12
3.673;11
3.674;12
3.675;12
3.676;12
3.677;11
3.678;12
3.679;11
3.68;12
3.681;11
3.682;12
3.683;11
3.684;12
3.685;12
3.686;11
3.687;12
3.688;12
3.689;11
3.69;12
3.691;11
3.692;12
3.693;11
3.694;12
3.695;12
3.696;12
3.697;11
3.698;12
3.699;11
3.7;12
3.701;12
3.702;11
3.703;11
3.704;12
3.705;12
3.706;12
3.707;11
3.708;12
3.709;11
3.71;12
3.711;12
3.712;11
3.713;12
3.714;11
3.715;12
3.716;12
3.717;12
3.718;11
3.719;12
3.72;11
3.721;12
3.722;12
3.723;11
3.724;12
3.725;11
3.726;12
3.727;12
3.728;12
3.729;11
3.73;12
3.731;11
3.732;12
3.733;12
3.734;11
3.735;12
3.736;11
3.737;12
3.738;12
3.739;12
3.74;11
3.741;12
3.742;12
3.743;11
3.744;12
3.745;12
3.746;11
3.747;12
3.748;11
3.749;12
3.75;12
3.751;12
3.752;12
3.753;11
3.754;12
3.755;11
3.756;12
3.757;12
3.758;11
3.759;12
3.76;11
3.761;12
3.762;12
3.763;12
3.764;12
3.765;11
3.766;12
3.767;11
3.768;12
3.769;12
3.77;11
3.771;12
3.772;11
3.773;12
3.774;12
3.775;12
3.776;12
3.777;11
3.778;12
3.779;12
3.78;11
3.781;12
3.782;12
3.783;11
3.784;12
3.785;11
3.786;12
3.787;12
3.788;12
3.789;12
3.79;11
3.791;12
3.792;12
3.793;11
3.794;12
3.795;12
3.796;11
3.797;12
3.798;11
3.799;12
3.8;12
3.801;12
3.802;12
3.803;11
3.804;12
3.805;12
3.806;11
3.807;12
3.808;12
3.809;11
3.81;12
3.811;12
3.812;11
3.813;12
3.814;12
3.815;12
3.816;11
3.817;12
3.818;12
3.819;11
3.82;12
3.821;12
3.822;11
3.823;12
3.824;12
3.825;11
3.826;12
3.827;12
3.828;12
3.829;12
3.83;11
3.831;12
3.832;12
3.833;11
3.834;12
3.835;12
3.836;11
3.837;12
3.838;12
3.839;11
3.84;12
3.841;12
3.842;12
3.843;11
3.844;12
3.845;12
3.846;12
3.847;11
3.848;12
3.849;12
3.85;11
3.851;12
3.852;12
3.853;11
3.854;12
3.855;12
3.856;12
3.857;11
3.858;12
3.859;12
3.86;12
3.861;11
3.862;12
3.863;12
3.864;11
3.865;12
3.866;12
3.867;11
3.868;12
3.869;12
3.87;12
3.871;12
3.872;11
3.873;12
3.874;12
3.875;11
3.876;12
3.877;12
3.878;11
3.879;12
3.88;12
3.881;11
3.882;12
3.883;12
3.884;12
3.885;12
3.886;11
3.887;12
3.888;12
3.889;11
3.89;12
3.891;12
3.892;12
3.893;11
3.894;12
3.895;11
3.896;12
3.897;12
3.898;12
3.899;12
3.9;11
3.901;12
3.902;12
3.903;11
3.904;12
3.905;12
3.906;12
3.907;11
3.908;12
3.909;11
3.91;12
3.911;12
3.912;12
3.913;12
3.914;11
3.915;12
3.916;12
3.917;12
3.918;11
3.919;12
3.92;12
3.921;12
3.922;11
3.923;12
3.924;11
3.925;12
3.926;12
3.927;12
3.928;12
3.929;11
3.93;12
3.931;12
3.932;11
3.933;12
3.934;12
3.935;12
3.936;11
3.937;12
3.938;12
3.939;11
3.94;12
3.941;12
3.942;12
3.943;12
3.944;11
3.945;12
3.946;12
3.947;11
3.948;12
3.949;12
3.95;11
3.951;12
3.952;12
3.953;12
3.954;11
3.955;12
3.956;12
3.957;12
3.958;12
3.959;11
3.96;12
3.961;12
3.962;11
3.963;12
3.964;12
3.965;11
3.966;12
3.967;12
3.968;11
3.969;12
3.97;12
3.971;12
3.972;12
3.973;12
3.974;11
3.975;12
3.976;12
3.977;11
3.978;12
3.979;12
3.98;11
3.981;12
3.982;12
3.983;11
3.984;12
3.985;12
3.986;12
3.987;12
3.988;11
3.989;12
3.99;12
3.991;12
3.992;11
3.993;12
3.994;12
3.995;11
3.996;12
3.997;12
3.998;11
3.999;12
4.0;12
4.001;12
4.002;12
4.003;12
4.004;11
4.005;12
4.006;12
4.007;11
4.008;12
4.009;12
4.01;11
4.011;12
4.012;12
4.013;11
4.014;12
4.015;12
4.016;12
4.017;12
4.018;12
4.019;11
4.02;12
4.021;12
4.022;11
4.023;12
4.024;12
4.025;11
4.026;12
4.027;12
4.028;11
4.029;12
4.03;12
4.031;12
4.032;12
4.033;12
4.034;11
4.035;12
4.036;12
4.037;11
4.038;12
4.039;12
4.04;12
4.041;11
4.042;12
4.043;11
4.044;12
4.045;12
4.046;12
4.047;12
4.048;12
4.049;11
4.05;12
4.051;12
4.052;11
4.053;12
4.054;12
4.055;12
4.056;11
4.057;12
4.058;11
4.059;12
4.06;12
4.061;12
4.062;12
4.063;12
4.064;11
4.065;12
4.066;12
4.067;11
4.068;12
4.069;12
4.07;12
4.071;11
4.072;12
4.073;11
4.074;12
4.075;12
4.076;12
4.077;12
4.078;12
4.079;11
4.08;12
4.081;12
4.082;11
4.083;12
4.084;12
4.085;12
4.086;11
4.087;12
4.088;12
4.089;11
4.09;12
4.091;12
4.092;12
4.093;12
4.094;11
4.095;12
4.096;12
4.097;12
4.098;11
4.099;12
4.1;12
4.101;11
4.102;12
4.103;12
4.104;11
4.105;12
4.106;12
4.107;12
4.108;12
4.109;11
4.11;12
4.111;12
4.112;12
4.113;11
4.114;12
4.115;12
4.116;12
4.117;11
4.118;12
4.119;11
4.12;12
4.121;12
4.122;12
4.123;12
4.124;12
4.125;11
4.126;12
4.127;12
4.128;11
